Division2,Extranjero,Altura,Peso,Edad,PiernaPreferida,Posicion,Valor,SueldoMensual,CalidadActual,CalidadPotencial
Argentina (Premier Division),NO,178,71,18,Zurdo,Defensor,250000,100,82,118
Argentina (Second Division),NO,174,74,27,Diestro,Defensor,900000,11600,117,118
Argentina (Premier Division),NO,178,72,31,Diestro,Mediocampista,275000,6400,103,118
Argentina (Metropolitan Zone),NO,177,76,21,Diestro,Defensor,235000,4800,100,118
Argentina (Metropolitan Zone),NO,185,80,39,Ambidiestro,Defensor,41000,10400,111,118
Argentina (Metropolitan Zone),SI,176,67,16,Diestro,Mediocampista,20000,220,81,118
Argentina (Second Division),NO,185,82,34,Diestro,Arquero,215000,7600,107,118
Argentina (Second Division),NO,180,71,22,Zurdo,Defensor,325000,4400,102,118
Argentina (Second Division),NO,174,70,26,Zurdo,Defensor,1000000,10800,115,118
Argentina (Premier Division),NO,183,71,17,Diestro,Arquero,250000,100,87,118
Argentina (Premier Division),NO,170,60,17,Zurdo,Mediocampista,235000,100,92,118
Argentina (Premier Division),NO,177,73,20,Diestro,Delantero,300000,20,90,118
Argentina (Second Division),NO,187,82,30,Zurdo,Defensor,500000,8400,115,118
Argentina (Second Division),NO,181,79,25,Zurdo,Mediocampista,700000,9600,109,118
Argentina (Premier Division),NO,170,67,19,Zurdo,Delantero,450000,100,94,118
Argentina (Second Division),NO,169,66,25,Zurdo,Defensor,300000,14000,114,118
Argentina (Second Division),NO,179,74,21,Zurdo,Defensor,350000,4800,100,118
Argentina (Metropolitan Zone),NO,166,65,19,Diestro,Mediocampista,185000,20,85,118
Argentina (Premier Division),NO,181,75,18,Diestro,Delantero,375000,100,85,118
Argentina (Metropolitan Zone),NO,177,77,34,Diestro,Mediocampista,54000,7200,105,118
Argentina (Premier Division),NO,185,94,18,Diestro,Mediocampista,230000,100,86,118
Argentina (Premier Division),NO,192,81,17,Diestro,Defensor,170000,2500,83,118
Argentina (Premier Division),NO,178,78,19,Diestro,Mediocampista,425000,100,98,118
Argentina (Second Division),NO,175,70,19,Zurdo,Mediocampista,550000,20,97,118
Argentina (Interior Zone),NO,183,79,20,Diestro,Arquero,71000,20,81,118
Argentina (Premier Division),NO,175,72,18,Zurdo,Defensor,375000,3400,88,118
Argentina (Second Division),NO,177,67,21,Diestro,Mediocampista,125000,1800,78,118
Argentina (Second Division),NO,176,72,25,Diestro,Defensor,1300000,12800,115,118
Argentina (Premier Division),NO,185,79,26,Diestro,Mediocampista,1600000,7200,107,118
Argentina (Premier Division),NO,177,75,20,Zurdo,Defensor,155000,100,84,118
Argentina (Premier Division),NO,187,76,17,Diestro,Defensor,225000,100,87,118
Argentina (Metropolitan Zone),NO,172,80,34,Diestro,Delantero,24500,3100,110,118
Argentina (Interior Zone),NO,180,80,34,Diestro,Defensor,40000,6400,107,118
Argentina (Second Division),NO,180,78,27,Zurdo,Defensor,650000,8400,113,118
Argentina (Interior Zone),NO,183,77,23,Diestro,Defensor,165000,3300,92,118
Argentina (Premier Division),NO,185,84,30,Diestro,Arquero,750000,12000,115,118
Argentina (Second Division),NO,185,78,19,Zurdo,Defensor,135000,2100,85,118
Argentina (Second Division),NO,182,75,22,Zurdo,Defensor,425000,5600,100,118
Argentina (Second Division),NO,174,66,22,Diestro,Defensor,550000,7200,106,118
Argentina (Second Division),NO,189,93,22,Zurdo,Arquero,145000,2900,91,118
Argentina (Second Division),NO,193,86,24,Diestro,Defensor,450000,4800,107,118
Argentina (Premier Division),NO,188,80,18,Zurdo,Delantero,245000,100,92,118
Argentina (Premier Division),NO,173,69,19,Zurdo,Defensor,375000,3500,94,118
Argentina (Second Division),NO,190,78,30,Diestro,Mediocampista,725000,8000,111,118
Argentina (Second Division),NO,170,58,17,Diestro,Defensor,130000,2100,83,118
Argentina (Second Division),NO,184,80,23,Diestro,Mediocampista,475000,4000,107,118
Argentina (Second Division),NO,178,74,26,Diestro,Delantero,800000,9600,113,118
Argentina (Second Division),NO,178,72,27,Diestro,Delantero,925000,10800,115,118
Argentina (Second Division),NO,170,70,26,Zurdo,Defensor,1100000,11600,117,118
Argentina (Premier Division),NO,172,65,16,Diestro,Defensor,170000,100,78,118
Argentina (Interior Zone),NO,173,65,26,Zurdo,Delantero,1000000,12000,111,118
Argentina (Premier Division),NO,187,79,21,Diestro,Defensor,160000,3400,87,118
Argentina (Premier Division),NO,179,73,19,Diestro,Defensor,375000,100,93,118
Argentina (Metropolitan Zone),NO,183,75,22,Diestro,Mediocampista,250000,4800,100,118
Argentina (Premier Division),NO,185,77,18,Diestro,Delantero,450000,100,94,118
Argentina (Metropolitan Zone),NO,185,75,23,Diestro,Defensor,325000,6000,102,118
Argentina (Interior Zone),NO,175,70,22,Diestro,Delantero,375000,6800,102,118
Argentina (Metropolitan Zone),SI,168,66,21,Zurdo,Mediocampista,205000,3900,93,118
Argentina (Second Division),NO,174,62,28,Diestro,Delantero,750000,9200,112,118
Argentina (Premier Division),NO,185,76,18,Zurdo,Mediocampista,170000,100,81,118
Argentina (Metropolitan Zone),NO,165,55,17,Diestro,Mediocampista,94000,2200,78,118
Argentina (Premier Division),NO,170,65,20,Diestro,Mediocampista,375000,100,93,118
Argentina (Metropolitan Zone),NO,174,61,16,Diestro,Delantero,190000,20,80,118
Argentina (Premier Division),NO,181,74,19,Diestro,Mediocampista,350000,100,95,118
Argentina (Premier Division),SI,177,73,22,Diestro,Mediocampista,245000,4400,94,117
Argentina (Premier Division),SI,179,77,26,Diestro,Defensor,1100000,13200,115,117
Argentina (Premier Division),NO,172,72,22,Diestro,Delantero,850000,6400,101,117
Argentina (Premier Division),NO,180,75,19,Diestro,Defensor,180000,100,85,117
Argentina (Premier Division),NO,173,65,18,Zurdo,Defensor,215000,100,79,117
Argentina (Interior Zone),NO,184,79,20,Diestro,Delantero,135000,2000,94,117
Argentina (Premier Division),NO,176,70,19,Zurdo,Defensor,400000,100,89,117
Argentina (Second Division),NO,187,84,22,Diestro,Delantero,600000,8000,108,117
Argentina (Second Division),NO,184,76,21,Diestro,Defensor,650000,5200,105,117
Argentina (Second Division),NO,182,74,25,Diestro,Arquero,400000,6000,108,117
Argentina (Second Division),NO,179,76,25,Diestro,Defensor,475000,7600,110,117
Argentina (Second Division),NO,179,72,27,Zurdo,Mediocampista,1100000,12800,117,117
Argentina (Second Division),NO,183,73,22,Zurdo,Mediocampista,475000,4800,95,117
Argentina (Premier Division),NO,181,71,17,Diestro,Delantero,300000,100,92,117
Argentina (Premier Division),NO,185,76,19,Diestro,Defensor,180000,2500,89,117
Argentina (Premier Division),NO,167,65,20,Zurdo,Delantero,700000,4800,96,117
Argentina (Second Division),NO,179,69,22,Zurdo,Delantero,275000,3600,101,117
Argentina (Second Division),NO,188,81,30,Zurdo,Mediocampista,600000,6800,108,117
Argentina (Second Division),NO,183,76,25,Diestro,Mediocampista,725000,9600,114,117
Argentina (Second Division),NO,188,78,29,Diestro,Arquero,425000,6000,104,117
Argentina (Premier Division),NO,193,85,19,Diestro,Arquero,185000,100,92,117
Argentina (Premier Division),NO,189,81,18,Diestro,Defensor,180000,100,87,117
Argentina (Second Division),NO,183,78,24,Zurdo,Defensor,525000,9600,115,117
Argentina (Second Division),NO,185,83,31,Zurdo,Defensor,325000,7600,112,117
Argentina (Premier Division),NO,196,83,20,Diestro,Delantero,200000,100,82,117
Argentina (Second Division),NO,172,69,24,Diestro,Mediocampista,500000,6000,108,117
Argentina (Premier Division),NO,183,69,18,Zurdo,Mediocampista,225000,100,75,117
Argentina (Premier Division),NO,183,82,26,Zurdo,Defensor,1100000,10000,116,117
Argentina (Second Division),NO,185,79,20,Diestro,Defensor,300000,20,96,117
Argentina (Premier Division),NO,182,74,20,Diestro,Delantero,275000,100,92,117
Argentina (Premier Division),NO,169,59,18,Zurdo,Defensor,215000,100,83,117
Argentina (Second Division),NO,170,66,31,Zurdo,Delantero,85000,8400,107,117
Argentina (Second Division),NO,179,78,19,Diestro,Defensor,170000,20,85,117
Argentina (Second Division),NO,179,74,34,Diestro,Defensor,52000,6000,106,117
Argentina (Premier Division),NO,170,55,19,Diestro,Mediocampista,725000,100,97,117
Argentina (Interior Zone),NO,182,70,27,Diestro,Delantero,500000,9600,108,117
Argentina (Interior Zone),NO,172,67,20,Diestro,Mediocampista,145000,2200,85,117
Argentina (Premier Division),NO,187,79,19,Diestro,Defensor,450000,100,90,117
Argentina (Premier Division),NO,170,60,17,Diestro,Mediocampista,145000,100,75,117
Argentina (Second Division),SI,182,80,25,Diestro,Defensor,49500,520,102,117
Argentina (Interior Zone),NO,177,76,28,Zurdo,Delantero,400000,8800,113,117
Argentina (Premier Division),SI,190,75,20,Diestro,Delantero,450000,4800,95,117
Argentina (Second Division),NO,182,74,22,Zurdo,Mediocampista,325000,6800,101,117
Argentina (Second Division),NO,186,78,25,Diestro,Arquero,975000,9600,113,117
Argentina (Second Division),NO,185,85,27,Diestro,Arquero,750000,10800,114,117
Argentina (Premier Division),NO,177,58,16,Diestro,Mediocampista,240000,2000,79,117
Argentina (Second Division),NO,172,64,22,Zurdo,Mediocampista,750000,10000,105,117
Argentina (Second Division),NO,166,56,17,Diestro,Mediocampista,145000,1600,82,117
Argentina (Interior Zone),SI,172,69,20,Zurdo,Mediocampista,53000,1600,95,117
Argentina (Premier Division),NO,172,67,20,Diestro,Mediocampista,215000,100,85,117
Argentina (Interior Zone),NO,184,81,27,Diestro,Defensor,210000,4400,102,117
Argentina (Interior Zone),NO,175,78,23,Diestro,Mediocampista,88000,2200,85,117
Argentina (Second Division),NO,171,71,29,Diestro,Delantero,1700000,12000,117,117
Argentina (Interior Zone),SI,171,67,18,Zurdo,Delantero,11250,440,85,117
Argentina (Second Division),NO,182,75,21,Diestro,Delantero,425000,4000,99,117
Argentina (Premier Division),NO,179,67,17,Zurdo,Defensor,155000,100,76,117
Argentina (Interior Zone),NO,171,70,22,Diestro,Delantero,155000,3100,95,117
Argentina (Premier Division),NO,186,79,19,Diestro,Defensor,220000,100,84,117
Argentina (Second Division),NO,168,68,24,Zurdo,Defensor,725000,8800,110,117
Argentina (Premier Division),NO,188,79,20,Diestro,Delantero,650000,6000,95,117
Argentina (Second Division),NO,195,89,23,Zurdo,Defensor,350000,3900,103,117
Argentina (Interior Zone),NO,175,69,35,Zurdo,Mediocampista,49500,10800,112,117
Argentina (Premier Division),NO,183,82,23,Diestro,Delantero,1300000,10000,113,117
Argentina (Premier Division),NO,185,77,20,Zurdo,Mediocampista,375000,100,95,117
Argentina (Premier Division),NO,172,72,29,Zurdo,Mediocampista,750000,6800,113,117
Argentina (Second Division),NO,172,67,23,Diestro,Mediocampista,550000,7200,106,117
Argentina (Second Division),NO,170,65,22,Diestro,Delantero,525000,6000,102,117
Argentina (Premier Division),NO,190,88,22,Diestro,Delantero,800000,7600,108,117
Argentina (Second Division),NO,186,80,21,Diestro,Delantero,850000,8400,106,117
Argentina (Premier Division),NO,180,70,18,Diestro,Mediocampista,225000,100,85,117
Argentina (Second Division),NO,180,67,26,Zurdo,Mediocampista,725000,8000,110,117
Argentina (Premier Division),NO,180,75,19,Zurdo,Defensor,400000,100,94,117
Argentina (Premier Division),NO,166,63,18,Diestro,Delantero,205000,100,76,117
Argentina (Second Division),NO,184,76,19,Diestro,Defensor,350000,4400,92,117
Argentina (Premier Division),NO,185,81,20,Diestro,Delantero,1000000,12800,111,117
Argentina (Second Division),NO,166,63,25,Diestro,Delantero,500000,6400,110,117
Argentina (Second Division),NO,178,73,23,Diestro,Delantero,475000,6000,106,117
Argentina (Interior Zone),SI,173,73,32,Diestro,Mediocampista,79000,9600,103,117
Argentina (Premier Division),NO,180,71,19,Zurdo,Defensor,325000,100,85,117
Argentina (Premier Division),NO,180,72,18,Diestro,Arquero,170000,100,82,117
Argentina (Premier Division),NO,168,61,20,Diestro,Delantero,225000,2000,90,117
Argentina (Second Division),SI,183,72,18,Diestro,Defensor,450,320,70,117
Argentina (Interior Zone),NO,170,74,36,Zurdo,Mediocampista,20500,4000,99,117
Argentina (Premier Division),NO,175,71,19,Diestro,Delantero,500000,4800,92,117
Argentina (Premier Division),NO,180,71,22,Diestro,Mediocampista,525000,4400,94,117
Argentina (Interior Zone),NO,184,78,21,Zurdo,Defensor,110000,2600,82,117
Argentina (Metropolitan Zone),NO,190,93,20,Diestro,Delantero,375000,2900,95,117
Argentina (Second Division),NO,180,70,24,Diestro,Mediocampista,600000,6000,109,117
Argentina (Second Division),NO,170,69,23,Zurdo,Mediocampista,475000,5600,110,117
Argentina (Second Division),NO,186,82,23,Zurdo,Defensor,575000,6800,108,117
Argentina (Premier Division),NO,177,67,17,Diestro,Delantero,200000,100,70,117
Argentina (Premier Division),NO,177,67,19,Diestro,Defensor,425000,100,92,117
Argentina (Second Division),NO,179,75,31,Diestro,Mediocampista,600000,10800,116,117
Argentina (Premier Division),SI,185,76,17,Diestro,Delantero,175000,100,70,117
Argentina (Interior Zone),NO,173,75,31,Zurdo,Delantero,400000,12400,114,117
Argentina (Premier Division),NO,184,80,19,Diestro,Delantero,275000,2300,90,117
Argentina (Premier Division),NO,182,75,18,Diestro,Defensor,400000,100,94,117
Argentina (Second Division),NO,185,75,19,Zurdo,Defensor,130000,20,75,117
Argentina (Premier Division),NO,172,68,18,Zurdo,Mediocampista,700000,100,96,117
Argentina (Premier Division),NO,171,63,17,Zurdo,Defensor,160000,100,85,117
Argentina (Premier Division),NO,170,55,16,Diestro,Delantero,170000,100,76,117
Argentina (Second Division),NO,188,86,32,Diestro,Defensor,325000,9200,117,117
Argentina (Premier Division),NO,188,74,17,Diestro,Delantero,215000,100,82,116
Argentina (Interior Zone),NO,176,83,18,Diestro,Delantero,125000,20,80,116
Argentina (Metropolitan Zone),NO,184,79,22,Diestro,Defensor,375000,6800,100,116
Argentina (Second Division),NO,184,77,20,Diestro,Defensor,110000,400,80,116
Argentina (Metropolitan Zone),NO,173,68,30,Zurdo,Defensor,300000,6400,107,116
Argentina (Metropolitan Zone),NO,184,86,21,Diestro,Defensor,245000,4800,95,116
Argentina (Second Division),NO,183,82,32,Diestro,Mediocampista,325000,8400,110,116
Argentina (Interior Zone),NO,182,73,22,Diestro,Defensor,79000,2200,80,116
Argentina (Second Division),NO,171,68,23,Diestro,Mediocampista,300000,3700,102,116
Argentina (Second Division),NO,191,80,19,Diestro,Defensor,180000,20,87,116
Argentina (Premier Division),NO,169,66,20,Diestro,Defensor,240000,100,93,116
Argentina (Second Division),NO,187,82,26,Diestro,Delantero,1000000,8000,114,116
Argentina (Premier Division),NO,174,72,25,Diestro,Mediocampista,1800000,7600,115,116
Argentina (Premier Division),NO,180,72,20,Zurdo,Delantero,125000,2500,93,116
Argentina (Interior Zone),NO,165,65,34,Diestro,Delantero,34500,6400,112,116
Argentina (Metropolitan Zone),NO,173,63,22,Diestro,Mediocampista,325000,6000,100,116
Argentina (Second Division),NO,175,67,27,Diestro,Mediocampista,650000,8400,111,116
Argentina (Second Division),NO,186,70,25,Zurdo,Mediocampista,550000,8400,113,116
Argentina (Second Division),NO,178,76,21,Diestro,Delantero,500000,4800,96,116
Argentina (Interior Zone),NO,175,70,21,Zurdo,Mediocampista,80000,2000,87,116
Argentina (Second Division),NO,190,81,19,Diestro,Defensor,350000,20,90,116
Argentina (Premier Division),NO,169,65,17,Diestro,Mediocampista,240000,100,87,116
Argentina (Premier Division),NO,184,69,19,Diestro,Defensor,325000,100,90,116
Argentina (Interior Zone),NO,176,69,20,Diestro,Mediocampista,17750,20,84,116
Argentina (Second Division),NO,168,69,22,Diestro,Mediocampista,500000,6000,102,116
Argentina (Second Division),NO,183,74,20,Zurdo,Arquero,115000,2100,80,116
Argentina (Second Division),NO,173,81,20,Diestro,Delantero,170000,2200,89,116
Argentina (Second Division),NO,188,84,22,Zurdo,Defensor,300000,3800,93,116
Argentina (Premier Division),NO,181,69,17,Diestro,Delantero,155000,100,79,116
Argentina (Second Division),NO,187,85,19,Diestro,Delantero,275000,20,94,116
Argentina (Interior Zone),NO,179,69,25,Diestro,Mediocampista,250000,5600,105,116
Argentina (Metropolitan Zone),NO,187,84,23,Diestro,Defensor,185000,3900,100,116
Argentina (Premier Division),NO,178,72,18,Diestro,Delantero,240000,100,78,116
Argentina (Second Division),NO,167,70,30,Zurdo,Delantero,775000,10400,114,116
Argentina (Metropolitan Zone),NO,180,76,26,Diestro,Delantero,400000,8000,107,116
Argentina (Metropolitan Zone),SI,179,72,19,Diestro,Delantero,0,0,81,116
Argentina (Second Division),NO,177,75,27,Diestro,Defensor,850000,8400,112,116
Argentina (Premier Division),NO,178,70,19,Zurdo,Mediocampista,210000,100,88,116
Argentina (Metropolitan Zone),NO,182,74,20,Diestro,Defensor,275000,4400,91,116
Argentina (Premier Division),NO,171,65,20,Zurdo,Mediocampista,850000,100,102,116
Argentina (Interior Zone),NO,187,78,20,Diestro,Arquero,81000,20,80,116
Argentina (Second Division),NO,189,80,20,Diestro,Defensor,140000,2100,90,116
Argentina (Second Division),NO,175,71,27,Zurdo,Delantero,550000,7600,112,116
Argentina (Premier Division),NO,190,80,21,Diestro,Defensor,120000,1500,80,116
Argentina (Second Division),NO,181,74,23,Diestro,Defensor,250000,3200,100,116
Argentina (Metropolitan Zone),NO,185,75,22,Zurdo,Delantero,350000,6000,100,116
Argentina (Premier Division),NO,170,62,19,Zurdo,Mediocampista,425000,100,94,116
Argentina (Second Division),NO,170,74,30,Diestro,Mediocampista,725000,10000,114,116
Argentina (Second Division),NO,173,72,26,Zurdo,Defensor,450000,5600,108,116
Argentina (Premier Division),NO,179,71,18,Diestro,Delantero,235000,100,87,116
Argentina (Metropolitan Zone),NO,166,64,23,Zurdo,Delantero,375000,7600,105,116
Argentina (Premier Division),NO,197,86,20,Diestro,Arquero,225000,100,82,116
Argentina (Premier Division),NO,178,66,15,Diestro,Defensor,155000,100,83,116
Argentina (Interior Zone),NO,180,79,23,Diestro,Mediocampista,150000,2400,87,116
Argentina (Second Division),NO,181,78,25,Diestro,Delantero,525000,7200,109,116
Argentina (Second Division),NO,175,70,26,Diestro,Delantero,575000,7600,105,116
Argentina (Metropolitan Zone),NO,182,75,20,Zurdo,Mediocampista,350000,4000,92,116
Argentina (Interior Zone),NO,178,74,28,Diestro,Arquero,375000,10000,109,116
